,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
88394,GHA,Africa,Ghana,2020-03-14,3.0,3.0,,,,,0.09,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88395,GHA,Africa,Ghana,2020-03-15,6.0,3.0,,,,,0.179,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88396,GHA,Africa,Ghana,2020-03-16,6.0,0.0,,,,,0.179,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.44,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88397,GHA,Africa,Ghana,2020-03-17,7.0,1.0,,,,,0.209,0.03,,,,,,,,,,,,,,143.0,,0.004,,,,,,tests performed,,,,,,,,,,,,,,50.0,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88398,GHA,Africa,Ghana,2020-03-18,7.0,0.0,,,,,0.209,0.0,,,,,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,50.0,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88399,GHA,Africa,Ghana,2020-03-19,11.0,4.0,1.571,,,,0.329,0.119,0.047,,,,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,50.0,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88400,GHA,Africa,Ghana,2020-03-20,16.0,5.0,2.286,,,,0.478,0.149,0.068,,,,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,50.0,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88401,GHA,Africa,Ghana,2020-03-21,19.0,3.0,2.286,1.0,1.0,,0.568,0.09,0.068,0.03,0.03,,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,50.0,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88402,GHA,Africa,Ghana,2020-03-22,23.0,4.0,2.429,1.0,0.0,,0.687,0.119,0.073,0.03,0.0,,,,,,,,,,,315.0,,0.01,,,,,,tests performed,,,,,,,,,,,,,,52.78,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88403,GHA,Africa,Ghana,2020-03-23,27.0,4.0,3.0,2.0,1.0,,0.807,0.119,0.09,0.06,0.03,,,,,,,,,,,521.0,206.0,0.016,0.006,,,,,tests performed,,,,,,,,,,,,,,52.78,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88404,GHA,Africa,Ghana,2020-03-24,53.0,26.0,6.571,2.0,0.0,,1.583,0.777,0.196,0.06,0.0,,,,,,,,,,,,,,,111.0,0.003,0.0592,16.9,tests performed,,,,,,,,,,,,,,52.78,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88405,GHA,Africa,Ghana,2020-03-25,93.0,40.0,12.286,4.0,2.0,,2.778,1.195,0.367,0.119,0.06,,,,,,,,,,,,,,,163.0,0.005,0.0754,13.3,tests performed,,,,,,,,,,,,,,52.78,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88406,GHA,Africa,Ghana,2020-03-26,132.0,39.0,17.286,4.0,0.0,0.571,3.943,1.165,0.516,0.119,0.0,0.017,,,,,,,,,,,,,,215.0,0.007,0.0804,12.4,tests performed,,,,,,,,,,,,,,52.78,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88407,GHA,Africa,Ghana,2020-03-27,137.0,5.0,17.286,4.0,0.0,0.571,4.093,0.149,0.516,0.119,0.0,0.017,1.48,,,,,,,,,,,,,268.0,0.008,0.0645,15.5,tests performed,,,,,,,,,,,,,,52.78,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88408,GHA,Africa,Ghana,2020-03-28,141.0,4.0,17.429,5.0,1.0,0.571,4.212,0.119,0.521,0.149,0.03,0.017,1.48,,,,,,,,,2519.0,,0.077,,320.0,0.01,0.0545,18.4,tests performed,,,,,,,,,,,,,,52.78,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88409,GHA,Africa,Ghana,2020-03-29,152.0,11.0,18.429,5.0,0.0,0.571,4.541,0.329,0.551,0.149,0.0,0.017,1.48,,,,,,,,,,,,,459.0,0.014,0.0402,24.9,tests performed,,,,,,,,,,,,,,52.78,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88410,GHA,Africa,Ghana,2020-03-30,152.0,0.0,17.857,5.0,0.0,0.429,4.541,0.0,0.533,0.149,0.0,0.013,1.48,,,,,,,,,,,,,573.0,0.017,0.0312,32.1,tests performed,,,,,,,,,,,,,,84.26,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88411,GHA,Africa,Ghana,2020-03-31,161.0,9.0,15.429,5.0,0.0,0.429,4.809,0.269,0.461,0.149,0.0,0.013,1.48,,,,,,,,,,,,,660.0,0.02,0.0234,42.8,tests performed,,,,,,,,,,,,,,84.26,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88412,GHA,Africa,Ghana,2020-04-01,195.0,34.0,14.571,5.0,0.0,0.143,5.825,1.016,0.435,0.149,0.0,0.004,1.48,,,,,,,,,,,,,747.0,0.023,0.0195,51.3,tests performed,,,,,,,,,,,,,,84.26,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88413,GHA,Africa,Ghana,2020-04-02,204.0,9.0,10.286,5.0,0.0,0.143,6.094,0.269,0.307,0.149,0.0,0.004,1.48,,,,,,,,,,,,,834.0,0.025,0.0123,81.1,tests performed,,,,,,,,,,,,,,84.26,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88414,GHA,Africa,Ghana,2020-04-03,205.0,1.0,9.714,5.0,0.0,0.143,6.124,0.03,0.29,0.149,0.0,0.004,1.49,,,,,,,,,,,,,921.0,0.028,0.0105,94.8,tests performed,,,,,,,,,,,,,,84.26,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88415,GHA,Africa,Ghana,2020-04-04,205.0,0.0,9.143,5.0,0.0,0.0,6.124,0.0,0.273,0.149,0.0,0.0,1.49,,,,,,,,,,,,,1008.0,0.031,0.0091,110.2,tests performed,,,,,,,,,,,,,,84.26,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88416,GHA,Africa,Ghana,2020-04-05,214.0,9.0,8.857,5.0,0.0,0.0,6.393,0.269,0.265,0.149,0.0,0.0,1.5,,,,,,,,,,,,,1008.0,0.031,0.0088,113.8,tests performed,,,,,,,,,,,,,,84.26,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88417,GHA,Africa,Ghana,2020-04-06,214.0,0.0,8.857,5.0,0.0,0.0,6.393,0.0,0.265,0.149,0.0,0.0,1.5,,,,,,,,,,,,,1008.0,0.031,0.0088,113.8,tests performed,,,,,,,,,,,,,,84.26,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88418,GHA,Africa,Ghana,2020-04-07,287.0,73.0,18.0,5.0,0.0,0.0,8.573,2.181,0.538,0.149,0.0,0.0,1.51,,,,,,,,,,,,,1008.0,0.031,0.0179,56.0,tests performed,,,,,,,,,,,,,,84.26,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88419,GHA,Africa,Ghana,2020-04-08,313.0,26.0,16.857,6.0,1.0,0.143,9.35,0.777,0.504,0.179,0.03,0.004,1.51,,,,,,,,,,,,,1008.0,0.031,0.0167,59.8,tests performed,,,,,,,,,,,,,,84.26,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88420,GHA,Africa,Ghana,2020-04-09,378.0,65.0,24.857,6.0,0.0,0.143,11.292,1.942,0.743,0.179,0.0,0.004,1.51,,,,,,,,,14611.0,,0.445,,1008.0,0.031,0.0247,40.6,tests performed,,,,,,,,,,,,,,84.26,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88421,GHA,Africa,Ghana,2020-04-10,378.0,0.0,24.714,6.0,0.0,0.143,11.292,0.0,0.738,0.179,0.0,0.004,1.51,,,,,,,,,27346.0,12735.0,0.833,0.388,2683.0,0.082,0.0092,108.6,tests performed,,,,,,,,,,,,,,84.26,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88422,GHA,Africa,Ghana,2020-04-11,408.0,30.0,29.0,8.0,2.0,0.429,12.188,0.896,0.866,0.239,0.06,0.013,1.51,,,,,,,,,37954.0,10608.0,1.156,0.323,4054.0,0.123,0.0072,139.8,tests performed,,,,,,,,,,,,,,84.26,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88423,GHA,Africa,Ghana,2020-04-12,566.0,158.0,50.286,8.0,0.0,0.429,16.908,4.72,1.502,0.239,0.0,0.013,1.52,,,,,,,,,,,,,4518.0,0.138,0.0111,89.8,tests performed,,,,,,,,,,,,,,84.26,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88424,GHA,Africa,Ghana,2020-04-13,566.0,0.0,50.286,8.0,0.0,0.429,16.908,0.0,1.502,0.239,0.0,0.013,1.51,,,,,,,,,,,,,4982.0,0.152,0.0101,99.1,tests performed,,,,,,,,,,,,,,84.26,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88425,GHA,Africa,Ghana,2020-04-14,636.0,70.0,49.857,8.0,0.0,0.429,18.999,2.091,1.489,0.239,0.0,0.013,1.51,,,,,,,,,50719.0,,1.545,,5446.0,0.166,0.0092,109.2,tests performed,,,,,,,,,,,,,,84.26,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88426,GHA,Africa,Ghana,2020-04-15,636.0,0.0,46.143,8.0,0.0,0.286,18.999,0.0,1.378,0.239,0.0,0.009,1.51,,,,,,,,,57000.0,6281.0,1.736,0.191,6200.0,0.189,0.0074,134.4,tests performed,,,,,,,,,,,,,,84.26,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88427,GHA,Africa,Ghana,2020-04-16,641.0,5.0,37.571,8.0,0.0,0.286,19.148,0.149,1.122,0.239,0.0,0.009,1.51,,,,,,,,,,,,,6242.0,0.19,0.006,166.1,tests performed,,,,,,,,,,,,,,84.26,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88428,GHA,Africa,Ghana,2020-04-17,641.0,0.0,37.571,8.0,0.0,0.286,19.148,0.0,1.122,0.239,0.0,0.009,1.51,,,,,,,,,,,,,4609.0,0.14,0.0082,122.7,tests performed,,,,,,,,,,,,,,84.26,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88429,GHA,Africa,Ghana,2020-04-18,834.0,193.0,60.857,9.0,1.0,0.143,24.913,5.765,1.818,0.269,0.03,0.004,1.51,,,,,,,,,60916.0,,1.855,,3280.0,0.1,0.0186,53.9,tests performed,,,,,,,,,,,,,,84.26,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88430,GHA,Africa,Ghana,2020-04-19,1042.0,208.0,68.0,9.0,0.0,0.143,31.127,6.213,2.031,0.269,0.0,0.004,1.5,,,,,,,,,68591.0,7675.0,2.089,0.234,3769.0,0.115,0.018,55.4,tests performed,,,,,,,,,,,,,,70.37,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88431,GHA,Africa,Ghana,2020-04-20,1042.0,0.0,68.0,9.0,0.0,0.143,31.127,0.0,2.031,0.269,0.0,0.004,1.5,,,,,,,,,,,,,4094.0,0.125,0.0166,60.2,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88432,GHA,Africa,Ghana,2020-04-21,1042.0,0.0,58.0,9.0,0.0,0.143,31.127,0.0,1.733,0.269,0.0,0.004,1.49,,,,,,,,,,,,,4420.0,0.135,0.0131,76.2,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88433,GHA,Africa,Ghana,2020-04-22,1154.0,112.0,74.0,9.0,0.0,0.143,34.473,3.346,2.211,0.269,0.0,0.004,1.49,,,,,,,,,88188.0,,2.686,,4455.0,0.136,0.0166,60.2,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88434,GHA,Africa,Ghana,2020-04-23,1154.0,0.0,73.286,9.0,0.0,0.143,34.473,0.0,2.189,0.269,0.0,0.004,1.48,,,,,,,,,,,,,4861.0,0.148,0.0151,66.3,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88435,GHA,Africa,Ghana,2020-04-24,1279.0,125.0,91.143,10.0,1.0,0.286,38.207,3.734,2.723,0.299,0.03,0.009,1.48,,,,,,,,,,,,,5267.0,0.16,0.0173,57.8,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88436,GHA,Africa,Ghana,2020-04-25,1279.0,0.0,63.571,10.0,0.0,0.143,38.207,0.0,1.899,0.299,0.0,0.004,1.48,,,,,,,,,100622.0,,3.065,,5672.0,0.173,0.0112,89.2,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88437,GHA,Africa,Ghana,2020-04-26,1550.0,271.0,72.571,11.0,1.0,0.286,46.302,8.095,2.168,0.329,0.03,0.009,1.48,,,,,,,,,,,,,4966.0,0.151,0.0146,68.4,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88438,GHA,Africa,Ghana,2020-04-27,1550.0,0.0,72.571,11.0,0.0,0.286,46.302,0.0,2.168,0.329,0.0,0.009,1.47,,,,,,,,,106090.0,,3.231,,4424.0,0.135,0.0164,61.0,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88439,GHA,Africa,Ghana,2020-04-28,1671.0,121.0,89.857,16.0,5.0,1.0,49.917,3.615,2.684,0.478,0.149,0.03,1.47,,,,,,,,,113497.0,7407.0,3.457,0.226,4549.0,0.139,0.0198,50.6,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88440,GHA,Africa,Ghana,2020-04-29,1671.0,0.0,73.857,16.0,0.0,1.0,49.917,0.0,2.206,0.478,0.0,0.03,1.46,,,,,,,,,,,,,3785.0,0.115,0.0195,51.2,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88441,GHA,Africa,Ghana,2020-04-30,2074.0,403.0,131.429,17.0,1.0,1.143,61.955,12.039,3.926,0.508,0.03,0.034,1.46,,,,,,,,,,,,,3362.0,0.102,0.0391,25.6,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88442,GHA,Africa,Ghana,2020-05-01,2074.0,0.0,113.571,17.0,0.0,1.0,61.955,0.0,3.393,0.508,0.0,0.03,1.45,,,,,,,,,117049.0,,3.565,,2939.0,0.09,0.0386,25.9,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88443,GHA,Africa,Ghana,2020-05-02,2169.0,95.0,127.143,18.0,1.0,1.143,64.793,2.838,3.798,0.538,0.03,0.034,1.45,,,,,,,,,129461.0,12412.0,3.943,0.378,4120.0,0.125,0.0309,32.4,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88444,GHA,Africa,Ghana,2020-05-03,2169.0,0.0,88.429,18.0,0.0,1.0,64.793,0.0,2.642,0.538,0.0,0.03,1.44,,,,,,,,,,,,,4189.0,0.128,0.0211,47.4,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88445,GHA,Africa,Ghana,2020-05-04,2719.0,550.0,167.0,18.0,0.0,1.0,81.223,16.43,4.989,0.538,0.0,0.03,1.44,,,,,,,,,135902.0,,4.139,,4259.0,0.13,0.0392,25.5,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88446,GHA,Africa,Ghana,2020-05-05,2719.0,0.0,149.714,18.0,0.0,0.286,81.223,0.0,4.472,0.538,0.0,0.009,1.43,,,,,,,,,,,,,3870.0,0.118,0.0387,25.8,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88447,GHA,Africa,Ghana,2020-05-06,3091.0,372.0,202.857,18.0,0.0,0.286,92.335,11.112,6.06,0.538,0.0,0.009,1.43,,,,,,,,,,,,,4369.0,0.133,0.0464,21.5,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88448,GHA,Africa,Ghana,2020-05-07,3091.0,0.0,145.286,18.0,0.0,0.143,92.335,0.0,4.34,0.538,0.0,0.004,1.42,,,,,,,,,149948.0,,4.567,,4869.0,0.148,0.0298,33.5,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88449,GHA,Africa,Ghana,2020-05-08,4012.0,921.0,276.857,18.0,0.0,0.143,119.848,27.512,8.27,0.538,0.0,0.004,1.41,,,,,,,,,155201.0,5253.0,4.727,0.16,5450.0,0.166,0.0508,19.7,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88450,GHA,Africa,Ghana,2020-05-09,4263.0,251.0,299.143,22.0,4.0,0.571,127.345,7.498,8.936,0.657,0.119,0.017,1.4,,,,,,,,,,,,,4056.0,0.124,0.0738,13.6,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88451,GHA,Africa,Ghana,2020-05-10,4263.0,0.0,299.143,22.0,0.0,0.571,127.345,0.0,8.936,0.657,0.0,0.017,1.39,,,,,,,,,160501.0,,4.888,,3974.0,0.121,0.0753,13.3,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88452,GHA,Africa,Ghana,2020-05-11,4700.0,437.0,283.0,22.0,0.0,0.571,140.4,13.054,8.454,0.657,0.0,0.017,1.38,,,,,,,,,162184.0,1683.0,4.94,0.051,3755.0,0.114,0.0754,13.3,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88453,GHA,Africa,Ghana,2020-05-12,5127.0,427.0,344.0,22.0,0.0,0.571,153.155,12.755,10.276,0.657,0.0,0.017,1.37,,,,,,,,,165433.0,3249.0,5.039,0.099,3550.0,0.108,0.0969,10.3,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88454,GHA,Africa,Ghana,2020-05-13,5408.0,281.0,331.0,24.0,2.0,0.857,161.549,8.394,9.888,0.717,0.06,0.026,1.36,,,,,,,,,168685.0,3252.0,5.138,0.099,3346.0,0.102,0.0989,10.1,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88455,GHA,Africa,Ghana,2020-05-14,5530.0,122.0,348.429,24.0,0.0,0.857,165.194,3.644,10.408,0.717,0.0,0.026,1.35,,,,,,,,,172623.0,3938.0,5.258,0.12,3239.0,0.099,0.1076,9.3,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88456,GHA,Africa,Ghana,2020-05-15,5638.0,108.0,232.286,28.0,4.0,1.429,168.42,3.226,6.939,0.836,0.119,0.043,1.34,,,,,,,,,174077.0,1454.0,5.302,0.044,2697.0,0.082,0.0861,11.6,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88457,GHA,Africa,Ghana,2020-05-16,5735.0,97.0,210.286,29.0,1.0,1.0,171.317,2.898,6.282,0.866,0.03,0.03,1.33,,,,,,,,,,,,,2782.0,0.085,0.0756,13.2,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88458,GHA,Africa,Ghana,2020-05-17,5735.0,0.0,210.286,29.0,0.0,1.0,171.317,0.0,6.282,0.866,0.0,0.03,1.32,,,,,,,,,180567.0,,5.5,,2867.0,0.087,0.0733,13.6,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88459,GHA,Africa,Ghana,2020-05-18,5735.0,0.0,147.857,29.0,0.0,1.0,171.317,0.0,4.417,0.866,0.0,0.03,1.31,,,,,,,,,184343.0,3776.0,5.615,0.115,3166.0,0.096,0.0467,21.4,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88460,GHA,Africa,Ghana,2020-05-19,6096.0,361.0,138.429,31.0,2.0,1.286,182.101,10.784,4.135,0.926,0.06,0.038,1.31,,,,,,,,,187929.0,3586.0,5.724,0.109,3214.0,0.098,0.0431,23.2,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88461,GHA,Africa,Ghana,2020-05-20,6269.0,173.0,123.0,31.0,0.0,1.0,187.269,5.168,3.674,0.926,0.0,0.03,1.3,,,,,,,,,192194.0,4265.0,5.854,0.13,3358.0,0.102,0.0366,27.3,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
88462,GHA,Africa,Ghana,2020-05-21,6269.0,0.0,105.571,31.0,0.0,1.0,187.269,0.0,3.154,0.926,0.0,0.03,1.29,,,,,,,,,193705.0,1511.0,5.9,0.046,3012.0,0.092,0.0351,28.5,tests performed,,,,,,,,,,,,,,62.04,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
